GROUP_SET,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED,team,team_id,players_list,PLAYERS_EXTRACTED,LINEUP_SCORING_TALENT,LINEUP_PLAYMAKING_TALENT,LINEUP_REBOUNDING_TALENT,LINEUP_DEFENSIVE_TALENT,LINEUP_NET_RATING_TALENT
Lineups,-202691-202709-1626172-1627780-1641764-,K. Thompson - C. Joseph - K. Looney - G. Payton II - B. Podziemski,1,0,1,0.0,3.616667,1,9,0.111,0,2,0.0,3,4,0.75,4,1,5,0,1.0,0,0,2,2,3,5,-9.0,376,596,313,596,229,346,176,430,315,259,315,105,96,169,52,313,174,386,475,229,189,720,559,108,310,762,10850,Golden State Warriors,1610612744,"['K. Thompson', 'C. Joseph', 'K. Looney', 'G. Payton II', 'B. Podziemski']","['k. thompson', 'c. joseph', 'k. looney', 'g. payton ii', 'b. podziemski']",0.1010099999999999,3.35,6.4,1.65,11.699999999999996
Lineups,-101108-202691-1630228-1631218-1631311-,C. Paul - K. Thompson - J. Kuminga - T. Jackson-Davis - L. Quinones,2,0,2,0.0,3.601667,0,6,0.0,0,2,0.0,1,1,1.0,0,3,3,0,2.0,0,1,2,3,1,1,-8.0,242,596,598,596,231,432,241,432,315,259,315,210,262,1,282,189,235,386,602,229,82,720,639,225,442,751,10805,Golden State Warriors,1610612744,"['C. Paul', 'K. Thompson', 'J. Kuminga', 'T. Jackson-Davis', 'L. Quinones']","['c. paul', 'k. thompson', 'j. kuminga', 't. jackson-davis', 'l. quinones']",0.05715,2.9,4.4,1.15,9.049999999999995
Lineups,-201939-203110-203967-1627780-1641764-,S. Curry - D. Green - D. Saric - G. Payton II - B. Podziemski,3,2,1,0.667,3.566667,6,8,0.75,1,2,0.5,1,2,0.5,1,0,1,6,1.0,3,0,0,0,1,14,5.0,163,125,313,337,232,137,195,46,194,259,87,210,159,223,176,420,357,97,475,38,189,1,1,225,163,73,10700,Golden State Warriors,1610612744,"['S. Curry', 'D. Green', 'D. Saric', 'G. Payton II', 'B. Podziemski']","['s. curry', 'd. green', 'd. saric', 'g. payton ii', 'b. podziemski']",0.1105829999999999,3.4000000000000004,6.65,1.85,10.549999999999995
Lineups,-101108-201939-202691-1627780-1631218-,C. Paul - S. Curry - K. Thompson - G. Payton II - T. Jackson-Davis,5,3,2,0.6,3.516667,3,5,0.6,1,2,0.5,4,6,0.667,1,2,3,3,1.0,2,2,0,1,3,11,7.0,90,67,598,386,233,214,266,107,194,259,87,74,60,197,176,230,235,162,475,60,39,1,402,108,194,44,10550,Golden State Warriors,1610612744,"['C. Paul', 'S. Curry', 'K. Thompson', 'G. Payton II', 'T. Jackson-Davis']","['c. paul', 's. curry', 'k. thompson', 'g. payton ii', 't. jackson-davis']",0.1032199999999999,3.8333333333333335,6.533333333333334,1.6666666666666667,9.066666666666665
Lineups,-201939-203952-1626172-1627780-1630541-,S. Curry - A. Wiggins - K. Looney - G. Payton II - M. Moody,1,1,0,1.0,3.516667,3,6,0.5,1,2,0.5,0,0,0.0,1,4,5,2,2.0,0,0,0,2,1,7,1.0,376,245,1,1,233,214,241,180,194,259,87,281,294,281,176,152,174,206,602,229,189,1,559,225,250,200,10550,Golden State Warriors,1610612744,"['S. Curry', 'A. Wiggins', 'K. Looney', 'G. Payton II', 'M. Moody']","['s. curry', 'a. wiggins', 'k. looney', 'g. payton ii', 'm. moody']",0.1162179999999999,3.35,7.0,1.8,6.399999999999999
Lineups,-201939-202691-203110-1630228-1631218-,S. Curry - K. Thompson - D. Green - J. Kuminga - T. Jackson-Davis,7,2,5,0.286,3.466667,3,7,0.429,1,2,0.5,0,0,0.0,1,4,5,1,0.0,0,1,1,2,1,7,3.0,43,125,767,577,235,214,215,290,194,259,87,281,294,281,176,152,174,277,1,229,82,595,559,225,250,115,10400,Golden State Warriors,1610612744,"['S. Curry', 'K. Thompson', 'D. Green', 'J. Kuminga', 'T. Jackson-Davis']","['s. curry', 'k. thompson', 'd. green', 'j. kuminga', 't. jackson-davis']",0.016233,1.05,2.25,0.8,13.15
Lineups,-201939-1630228-1630541-1631218-1641764-,S. Curry - J. Kuminga - M. Moody - T. Jackson-Davis - B. Podziemski,6,3,3,0.5,3.45,2,4,0.5,1,3,0.333,3,3,1.0,0,2,2,2,2.0,1,0,0,1,2,8,-4.0,66,67,696,421,236,267,311,180,194,201,219,105,138,1,282,230,283,206,602,117,189,1,402,147,225,682,10350,Golden State Warriors,1610612744,"['S. Curry', 'J. Kuminga', 'M. Moody', 'T. Jackson-Davis', 'B. Podziemski']","['s. curry', 'j. kuminga', 'm. moody', 't. jackson-davis', 'b. podziemski']",0.0,0.0,0.0,0.0,0.0
Lineups,-201939-202691-203110-1630611-1631311-,S. Curry - K. Thompson - D. Green - G. Santos - L. Quinones,1,1,0,1.0,3.416667,4,8,0.5,1,2,0.5,1,2,0.5,1,6,7,3,0.0,0,0,0,0,2,10,2.0,376,245,1,1,237,187,195,180,194,259,87,210,159,223,176,105,124,162,1,229,189,1,1,147,204,149,10250,Golden State Warriors,1610612744,"['S. Curry', 'K. Thompson', 'D. Green', 'G. Santos', 'L. Quinones']","['s. curry', 'k. thompson', 'd. green', 'g. santos', 'l. quinones']",0.016233,1.05,2.25,0.8,13.15
Lineups,-201939-202691-203110-1630228-1631311-,S. Curry - K. Thompson - D. Green - J. Kuminga - L. Quinones,2,1,1,0.5,3.416667,2,6,0.333,1,4,0.25,0,0,0.0,0,2,2,2,2.0,1,0,1,0,1,5,-5.0,242,245,313,421,237,267,241,348,194,171,265,281,294,281,282,230,283,206,602,117,189,595,1,225,310,708,10250,Golden State Warriors,1610612744,"['S. Curry', 'K. Thompson', 'D. Green', 'J. Kuminga', 'L. Quinones']","['s. curry', 'k. thompson', 'd. green', 'j. kuminga', 'l. quinones']",0.016233,1.05,2.25,0.8,13.15
Lineups,-202709-203952-203967-1630228-1641764-,C. Joseph - A. Wiggins - D. Saric - J. Kuminga - B. Podziemski,3,1,2,0.333,3.383333,2,5,0.4,1,3,0.333,2,2,1.0,0,0,0,2,0.0,0,0,0,2,2,7,-4.0,163,245,598,546,239,267,266,309,194,201,219,136,159,1,282,420,436,206,1,229,189,1,559,147,250,682,10150,Golden State Warriors,1610612744,"['C. Joseph', 'A. Wiggins', 'D. Saric', 'J. Kuminga', 'B. Podziemski']","['c. joseph', 'a. wiggins', 'd. saric', 'j. kuminga', 'b. podziemski']",0.037076,1.0,3.2,0.8999999999999999,3.700000000000003
Lineups,-202691-202709-1630228-1631218-1631311-,K. Thompson - C. Joseph - J. Kuminga - T. Jackson-Davis - L. Quinones,1,0,1,0.0,3.35,4,6,0.667,2,3,0.667,2,3,0.667,1,1,2,2,0.0,0,1,0,1,2,12,2.0,376,596,313,596,240,187,241,63,121,201,46,136,138,197,176,313,283,206,1,229,82,1,402,147,183,149,10050,Golden State Warriors,1610612744,"['K. Thompson', 'C. Joseph', 'J. Kuminga', 'T. Jackson-Davis', 'L. Quinones']","['k. thompson', 'c. joseph', 'j. kuminga', 't. jackson-davis', 'l. quinones']",0.00666,1.0,2.0,0.6,14.299999999999995
Lineups,-202709-203967-1630541-1630611-1631218-,C. Joseph - D. Saric - M. Moody - G. Santos - T. Jackson-Davis,1,1,0,1.0,3.333333,5,8,0.625,2,4,0.5,4,4,1.0,1,2,3,4,0.0,1,0,1,2,2,16,4.0,376,245,1,1,241,161,195,100,121,171,87,74,96,1,176,230,235,136,1,117,189,595,559,147,143,93,10000,Golden State Warriors,1610612744,"['C. Joseph', 'D. Saric', 'M. Moody', 'G. Santos', 'T. Jackson-Davis']","['c. joseph', 'd. saric', 'm. moody', 'g. santos', 't. jackson-davis']",0.0,0.0,0.0,0.0,0.0
Lineups,-201939-203967-1630228-1630541-1631218-,S. Curry - D. Saric - J. Kuminga - M. Moody - T. Jackson-Davis,2,2,0,1.0,3.3,2,5,0.4,0,1,0.0,2,2,1.0,1,4,5,1,2.0,0,1,0,0,1,6,-1.0,242,125,1,1,242,267,266,309,315,345,315,136,159,1,176,152,174,277,602,229,82,1,1,225,286,571,9900,Golden State Warriors,1610612744,"['S. Curry', 'D. Saric', 'J. Kuminga', 'M. Moody', 'T. Jackson-Davis']","['s. curry', 'd. saric', 'j. kuminga', 'm. moody', 't. jackson-davis']",0.0,0.0,0.0,0.0,0.0
Lineups,-1627780-1630228-1630541-1631218-1641764-,G. Payton II - J. Kuminga - M. Moody - T. Jackson-Davis - B. Podziemski,4,2,2,0.5,3.288333,6,11,0.545,4,5,0.8,1,2,0.5,2,1,3,5,0.0,2,0,1,2,1,17,6.0,123,125,598,421,243,137,156,151,63,141,41,210,159,223,117,313,235,109,1,60,189,595,559,225,134,59,9865,Golden State Warriors,1610612744,"['G. Payton II', 'J. Kuminga', 'M. Moody', 'T. Jackson-Davis', 'B. Podziemski']","['g. payton ii', 'j. kuminga', 'm. moody', 't. jackson-davis', 'b. podziemski']",0.1953599999999999,5.7,10.8,2.7,9.099999999999994
Lineups,-201939-203110-203952-203967-1630228-,S. Curry - D. Green - A. Wiggins - D. Saric - J. Kuminga,3,2,1,0.667,3.266667,6,9,0.667,2,2,1.0,1,2,0.5,2,0,2,5,0.0,0,0,0,2,3,15,1.0,163,125,313,337,244,137,176,63,121,259,1,210,159,223,117,420,283,109,1,229,189,1,559,108,151,200,9800,Golden State Warriors,1610612744,"['S. Curry', 'D. Green', 'A. Wiggins', 'D. Saric', 'J. Kuminga']","['s. curry', 'd. green', 'a. wiggins', 'd. saric', 'j. kuminga']",0.031441,1.05,2.85,0.95,7.850000000000001
Lineups,-201939-203110-1630541-1631218-1641764-,S. Curry - D. Green - M. Moody - T. Jackson-Davis - B. Podziemski,3,1,2,0.333,3.266667,3,5,0.6,2,3,0.667,0,0,0.0,1,2,3,2,2.0,0,0,0,0,0,8,1.0,163,245,598,546,244,214,266,107,121,201,46,281,294,281,176,230,235,206,602,229,189,1,1,347,225,200,9800,Golden State Warriors,1610612744,"['S. Curry', 'D. Green', 'M. Moody', 'T. Jackson-Davis', 'B. Podziemski']","['s. curry', 'd. green', 'm. moody', 't. jackson-davis', 'b. podziemski']",0.025806,1.1,2.5,1.0,12.0
Lineups,-202691-1626172-1630541-1630611-1641764-,K. Thompson - K. Looney - M. Moody - G. Santos - B. Podziemski,1,1,0,1.0,3.25,3,7,0.429,1,4,0.25,5,5,1.0,1,2,3,2,0.0,0,0,1,1,3,12,6.0,376,245,1,1,246,214,215,290,194,171,265,56,73,1,176,230,235,206,1,229,189,595,402,108,183,59,9750,Golden State Warriors,1610612744,"['K. Thompson', 'K. Looney', 'M. Moody', 'G. Santos', 'B. Podziemski']","['k. thompson', 'k. looney', 'm. moody', 'g. santos', 'b. podziemski']",0.00666,1.0,2.0,0.6,14.299999999999995
Lineups,-201939-203110-203952-1630611-1641764-,S. Curry - D. Green - A. Wiggins - G. Santos - B. Podziemski,2,2,0,1.0,3.233333,3,5,0.6,2,2,1.0,0,0,0.0,0,2,2,2,3.0,1,1,2,1,0,8,-6.0,242,125,1,1,247,214,266,107,121,259,1,281,294,281,282,230,283,206,674,117,82,720,402,347,225,724,9700,Golden State Warriors,1610612744,"['S. Curry', 'D. Green', 'A. Wiggins', 'G. Santos', 'B. Podziemski']","['s. curry', 'd. green', 'a. wiggins', 'g. santos', 'b. podziemski']",0.031441,1.05,2.85,0.95,7.850000000000001
Lineups,-201939-203110-203952-1630228-1631311-,S. Curry - D. Green - A. Wiggins - J. Kuminga - L. Quinones,2,2,0,1.0,3.233333,4,4,1.0,2,2,1.0,1,2,0.5,0,2,2,2,2.0,0,0,0,3,1,11,0.0,242,125,1,1,247,187,311,1,121,259,1,210,159,223,282,230,283,206,602,229,189,1,639,225,194,246,9700,Golden State Warriors,1610612744,"['S. Curry', 'D. Green', 'A. Wiggins', 'J. Kuminga', 'L. Quinones']","['s. curry', 'd. green', 'a. wiggins', 'j. kuminga', 'l. quinones']",0.031441,1.05,2.85,0.95,7.850000000000001
Lineups,-101108-203967-1627780-1631218-1631311-,C. Paul - D. Saric - G. Payton II - T. Jackson-Davis - L. Quinones,1,1,0,1.0,3.183333,2,6,0.333,0,3,0.0,0,0,0.0,0,2,2,2,0.0,1,0,0,0,0,4,-3.0,376,245,1,1,249,267,241,348,315,201,315,281,294,281,282,230,283,206,1,117,189,1,1,347,335,656,9550,Golden State Warriors,1610612744,"['C. Paul', 'D. Saric', 'G. Payton II', 'T. Jackson-Davis', 'L. Quinones']","['c. paul', 'd. saric', 'g. payton ii', 't. jackson-davis', 'l. quinones']",0.1515,5.25,8.8,2.2,6.449999999999996
Lineups,-1626172-1630228-1630541-1631311-1641764-,K. Looney - J. Kuminga - M. Moody - L. Quinones - B. Podziemski,2,2,0,1.0,3.183333,2,7,0.286,1,2,0.5,2,2,1.0,1,4,5,2,0.0,1,1,0,2,1,7,1.0,242,125,1,1,249,267,215,392,194,259,87,136,159,1,176,152,174,206,1,117,82,1,559,225,250,200,9550,Golden State Warriors,1610612744,"['K. Looney', 'J. Kuminga', 'M. Moody', 'L. Quinones', 'B. Podziemski']","['k. looney', 'j. kuminga', 'm. moody', 'l. quinones', 'b. podziemski']",0.0,0.0,0.0,0.0,0.0
Lineups,-1627832-1628415-1630224-1630578-1631095-,F. VanVleet - D. Brooks - J. Green - A. Sengun - J. Smith Jr.,45,23,22,0.511,754.045,668,1424,0.469,204,546,0.374,221,278,0.795,154,560,714,442,197.0,92,59,85,300,256,1761,-1.0,1,1,674,295,1,1,1,221,1,1,154,1,1,160,1,1,1,1,674,1,1,674,674,1,1,449,2262135,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'J. Green', 'A. Sengun', 'J. Smith Jr.']","['f. vanvleet', 'd. brooks', 'j. green', 'a. sengun', 'j. smith jr.']",0.060303,1.1,4.65,1.35,6.0
Lineups,-1627832-1628415-1630224-1631095-1641708-,F. VanVleet - D. Brooks - J. Green - J. Smith Jr. - A. Thompson,15,9,6,0.6,182.528333,180,347,0.519,52,137,0.38,54,71,0.761,36,110,146,110,42.0,33,11,20,79,70,466,16.0,9,6,653,280,2,2,2,149,2,2,150,3,3,170,2,3,2,2,673,2,2,672,673,3,2,8,547585,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'J. Green', 'J. Smith Jr.', 'A. Thompson']","['f. vanvleet', 'd. brooks', 'j. green', 'j. smith jr.', 'a. thompson']",0.042422,1.0666666666666669,3.766666666666667,1.1,8.766666666666666
Lineups,-1627832-1630224-1630256-1630578-1631095-,F. VanVleet - J. Green - J. Tate - A. Sengun - J. Smith Jr.,21,10,11,0.476,174.691667,146,314,0.465,45,125,0.36,58,74,0.784,24,120,144,90,38.0,25,10,20,59,72,395,-18.0,3,3,672,378,3,3,3,226,3,3,156,2,2,162,4,2,3,3,672,3,3,672,672,2,3,670,524075,Houston Rockets,1610612745,"['F. VanVleet', 'J. Green', 'J. Tate', 'A. Sengun', 'J. Smith Jr.']","['f. vanvleet', 'j. green', 'j. tate', 'a. sengun', 'j. smith jr.']",0.060303,1.1,4.65,1.35,6.0
Lineups,-1628415-1630224-1630578-1631095-1641708-,D. Brooks - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,11,3,8,0.273,79.506667,72,154,0.468,12,42,0.286,36,47,0.766,25,50,75,34,21.0,11,4,19,28,36,192,-14.0,18,47,665,437,4,4,4,223,9,7,219,6,5,169,3,6,4,5,670,6,12,671,668,5,5,667,238520,Houston Rockets,1610612745,"['D. Brooks', 'J. Green', 'A. Sengun', 'J. Smith Jr.', 'A. Thompson']","['d. brooks', 'j. green', 'a. sengun', 'j. smith jr.', 'a. thompson']",0.042422,1.0666666666666669,3.766666666666667,1.1,8.766666666666666
Lineups,-201145-1628988-1631095-1641708-1641715-,J. Green - A. Holiday - J. Smith Jr. - A. Thompson - C. Whitmore,16,7,9,0.438,79.04,59,151,0.391,16,55,0.291,38,46,0.826,18,55,73,34,19.0,13,9,13,37,36,172,-20.0,6,12,669,383,5,6,5,289,6,4,218,5,6,139,5,4,5,5,669,5,4,670,671,5,6,671,237120,Houston Rockets,1610612745,"['J. Green', 'A. Holiday', 'J. Smith Jr.', 'A. Thompson', 'C. Whitmore']","['j. green', 'a. holiday', 'j. smith jr.', 'a. thompson', 'c. whitmore']",0.0526065,1.925,4.3,1.275,12.224999999999998
Lineups,-201145-1627832-1628415-1630224-1630578-,J. Green - F. VanVleet - D. Brooks - J. Green - A. Sengun,20,10,10,0.5,76.993333,64,134,0.478,17,51,0.333,52,67,0.776,11,52,63,37,12.0,11,9,8,33,48,197,7.0,4,3,671,296,6,5,6,218,5,6,160,4,4,166,9,5,7,4,664,6,4,669,670,4,4,42,230980,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'D. Brooks', 'J. Green', 'A. Sengun']","['j. green', 'f. vanvleet', 'd. brooks', 'j. green', 'a. sengun']",0.025806,1.1,2.5,1.0,12.0
Lineups,-1627832-1628415-1629111-1630224-1641708-,F. VanVleet - D. Brooks - J. Landale - J. Green - A. Thompson,16,13,3,0.813,64.815,57,120,0.475,12,38,0.316,29,33,0.879,16,49,65,30,25.0,16,7,6,30,25,155,-1.0,6,2,571,232,7,7,7,219,9,8,212,7,7,119,6,7,6,7,671,4,6,667,669,8,7,449,194445,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'J. Landale', 'J. Green', 'A. Thompson']","['f. vanvleet', 'd. brooks', 'j. landale', 'j. green', 'a. thompson']",0.016233,1.05,2.25,0.8,13.15
Lineups,-201145-1627832-1628415-1630224-1631095-,J. Green - F. VanVleet - D. Brooks - J. Green - J. Smith Jr.,26,10,16,0.385,61.756667,44,115,0.383,18,54,0.333,26,32,0.813,13,35,48,28,14.0,10,2,5,25,29,132,-23.0,2,3,673,396,8,8,8,293,4,5,160,8,8,142,7,8,8,8,667,8,38,661,667,7,8,673,185270,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'D. Brooks', 'J. Green', 'J. Smith Jr.']","['j. green', 'f. vanvleet', 'd. brooks', 'j. green', 'j. smith jr.']",0.048804,1.1,3.9333333333333336,1.2333333333333334,8.0
Lineups,-201145-1628988-1630224-1630256-1631106-,J. Green - A. Holiday - J. Green - J. Tate - T. Eason,13,7,6,0.538,40.403333,33,72,0.458,10,28,0.357,14,25,0.56,9,32,41,20,15.0,5,6,5,23,15,90,-2.0,12,12,653,294,9,10,9,232,13,10,157,12,9,220,12,9,9,10,668,17,7,661,665,12,9,493,121210,Houston Rockets,1610612745,"['J. Green', 'A. Holiday', 'J. Green', 'J. Tate', 'T. Eason']","['j. green', 'a. holiday', 'j. green', 'j. tate', 't. eason']",0.0449239999999999,2.233333333333333,3.633333333333333,1.2666666666666666,15.533333333333331
Lineups,-201145-1627832-1628415-1631095-1631106-,J. Green - F. VanVleet - D. Brooks - J. Smith Jr. - T. Eason,10,5,5,0.5,35.011667,27,55,0.491,5,16,0.313,17,21,0.81,8,21,29,16,13.0,4,6,4,24,18,76,-10.0,19,26,637,296,10,14,14,216,37,29,214,9,10,143,16,15,14,17,666,26,7,650,666,9,13,653,105035,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'D. Brooks', 'J. Smith Jr.', 'T. Eason']","['j. green', 'f. vanvleet', 'd. brooks', 'j. smith jr.', 't. eason']",0.060303,1.1,4.65,1.35,6.0
Lineups,-1627832-1628415-1628988-1630256-1630578-,F. VanVleet - D. Brooks - A. Holiday - J. Tate - A. Sengun,16,8,8,0.5,34.483333,27,68,0.397,11,34,0.324,8,12,0.667,6,27,33,20,8.0,8,3,4,12,10,73,8.0,6,8,665,296,11,14,10,288,11,9,211,30,19,198,26,10,10,10,656,9,18,650,655,19,16,33,103450,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'A. Holiday', 'J. Tate', 'A. Sengun']","['f. vanvleet', 'd. brooks', 'a. holiday', 'j. tate', 'a. sengun']",0.0831599999999999,4.5,5.9,1.7999999999999998,22.599999999999994
Lineups,-1628415-1628988-1630224-1630578-1631095-,D. Brooks - A. Holiday - J. Green - A. Sengun - J. Smith Jr.,14,8,6,0.571,34.336667,33,64,0.516,10,26,0.385,10,13,0.769,7,13,20,20,7.0,4,0,1,17,11,86,-13.0,10,8,653,288,12,10,11,151,13,12,148,18,16,167,22,32,29,10,649,26,168,474,664,18,10,664,103010,Houston Rockets,1610612745,"['D. Brooks', 'A. Holiday', 'J. Green', 'A. Sengun', 'J. Smith Jr.']","['d. brooks', 'a. holiday', 'j. green', 'a. sengun', 'j. smith jr.']",0.067922,2.233333333333333,5.066666666666666,1.5,11.533333333333331
Lineups,-201145-1627832-1630224-1630256-1630578-,J. Green - F. VanVleet - J. Green - J. Tate - A. Sengun,8,3,5,0.375,31.758333,34,54,0.63,14,20,0.7,3,5,0.6,4,16,20,22,12.0,6,2,4,8,9,85,-4.0,32,47,637,397,13,9,16,86,7,20,38,113,82,214,44,23,29,9,664,13,38,650,638,23,11,577,95275,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'J. Green', 'J. Tate', 'A. Sengun']","['j. green', 'f. vanvleet', 'j. green', 'j. tate', 'a. sengun']",0.025806,1.1,2.5,1.0,12.0
Lineups,-1627832-1630224-1630578-1631095-1641715-,F. VanVleet - J. Green - A. Sengun - J. Smith Jr. - C. Whitmore,12,5,7,0.417,30.771667,29,62,0.468,6,24,0.25,11,17,0.647,8,24,32,19,7.0,4,0,3,14,17,75,12.0,15,26,661,385,14,13,12,222,26,15,228,15,13,211,16,12,11,13,649,26,168,641,662,10,14,16,92315,Houston Rockets,1610612745,"['F. VanVleet', 'J. Green', 'A. Sengun', 'J. Smith Jr.', 'C. Whitmore']","['f. vanvleet', 'j. green', 'a. sengun', 'j. smith jr.', 'c. whitmore']",0.060303,1.1,4.65,1.35,6.0
Lineups,-201145-1627832-1628415-1629111-1630224-,J. Green - F. VanVleet - D. Brooks - J. Landale - J. Green,13,8,5,0.615,28.55,31,55,0.564,10,25,0.4,10,11,0.909,4,22,26,18,6.0,1,5,2,5,15,82,29.0,12,8,637,279,15,12,14,124,13,14,138,18,27,114,44,14,17,14,643,104,9,604,598,12,12,1,85650,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'D. Brooks', 'J. Landale', 'J. Green']","['j. green', 'f. vanvleet', 'd. brooks', 'j. landale', 'j. green']",0.025806,1.1,2.5,1.0,12.0
Lineups,-1627832-1628415-1630224-1630578-1631106-,F. VanVleet - D. Brooks - J. Green - A. Sengun - T. Eason,5,2,3,0.4,28.36,23,60,0.383,5,23,0.217,4,5,0.8,9,19,28,13,6.0,5,4,4,9,12,55,-5.0,73,83,571,386,16,19,13,292,37,17,248,73,82,144,12,19,16,21,643,17,12,650,648,16,26,603,85080,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'J. Green', 'A. Sengun', 'T. Eason']","['f. vanvleet', 'd. brooks', 'j. green', 'a. sengun', 't. eason']",0.025806,1.1,2.5,1.0,12.0
Lineups,-1627832-1628988-1630256-1630578-1631106-,F. VanVleet - A. Holiday - J. Tate - A. Sengun - T. Eason,14,7,7,0.5,28.016667,25,54,0.463,11,27,0.407,13,13,1.0,5,21,26,16,5.0,7,1,4,12,12,74,22.0,10,12,661,296,17,17,16,227,11,11,137,13,16,1,33,15,17,17,631,11,67,650,655,16,15,2,84050,Houston Rockets,1610612745,"['F. VanVleet', 'A. Holiday', 'J. Tate', 'A. Sengun', 'T. Eason']","['f. vanvleet', 'a. holiday', 'j. tate', 'a. sengun', 't. eason']",0.0831599999999999,4.5,5.9,1.7999999999999998,22.599999999999994
Lineups,-1627832-1628415-1630224-1630256-1630578-,F. VanVleet - D. Brooks - J. Green - J. Tate - A. Sengun,12,4,8,0.333,27.325,22,52,0.423,10,26,0.385,4,5,0.8,6,16,22,12,7.0,4,1,4,15,8,58,-12.0,15,32,665,398,18,23,18,263,13,12,148,73,82,144,26,23,26,25,649,26,67,650,663,28,23,663,81975,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'J. Green', 'J. Tate', 'A. Sengun']","['f. vanvleet', 'd. brooks', 'j. green', 'j. tate', 'a. sengun']",0.025806,1.1,2.5,1.0,12.0
Lineups,-1627832-1628415-1628988-1630578-1631095-,F. VanVleet - D. Brooks - A. Holiday - A. Sengun - J. Smith Jr.,18,9,9,0.5,26.91,23,48,0.479,6,15,0.4,17,20,0.85,7,24,31,12,3.0,1,4,2,13,14,69,12.0,5,6,669,296,19,19,22,217,26,32,138,9,11,126,22,12,13,25,582,104,12,604,660,15,17,16,80730,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'A. Holiday', 'A. Sengun', 'J. Smith Jr.']","['f. vanvleet', 'd. brooks', 'a. holiday', 'a. sengun', 'j. smith jr.']",0.08898,2.8,6.35,1.75,11.299999999999995
Lineups,-1627832-1628415-1630224-1630578-1641708-,F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,10,4,6,0.4,26.566667,26,47,0.553,9,22,0.409,7,11,0.636,6,20,26,18,8.0,3,1,2,7,9,68,10.0,19,32,653,386,20,16,23,134,18,18,136,39,27,212,26,17,17,14,656,37,67,604,629,23,18,23,79700,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'J. Green', 'A. Sengun', 'A. Thompson']","['f. vanvleet', 'd. brooks', 'j. green', 'a. sengun', 'a. thompson']",0.016233,1.05,2.25,0.8,13.15
Lineups,-201145-1627832-1628988-1630256-1631106-,J. Green - F. VanVleet - A. Holiday - J. Tate - T. Eason,13,6,7,0.462,25.605,19,42,0.452,6,17,0.353,16,19,0.842,6,26,32,10,7.0,1,5,2,11,16,60,15.0,12,20,661,379,21,28,27,238,26,25,158,11,12,127,26,11,11,32,649,104,9,604,652,11,21,9,76815,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'A. Holiday', 'J. Tate', 'T. Eason']","['j. green', 'f. vanvleet', 'a. holiday', 'j. tate', 't. eason']",0.0544829999999999,2.8,4.2,1.4,17.299999999999997
Lineups,-1627832-1628415-1628988-1630224-1630578-,F. VanVleet - D. Brooks - A. Holiday - J. Green - A. Sengun,5,1,4,0.2,24.991667,24,46,0.522,10,17,0.588,9,10,0.9,3,16,19,17,10.0,4,0,4,10,15,67,11.0,73,170,615,456,22,18,24,148,13,25,59,24,32,115,60,23,32,16,662,26,168,650,650,12,19,20,74975,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'A. Holiday', 'J. Green', 'A. Sengun']","['f. vanvleet', 'd. brooks', 'a. holiday', 'j. green', 'a. sengun']",0.0544829999999999,2.8,4.2,1.4,17.299999999999997
