GROUP_SET,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED,team,team_id,players_list,PLAYERS_EXTRACTED,LINEUP_SCORING_TALENT,LINEUP_PLAYMAKING_TALENT,LINEUP_REBOUNDING_TALENT,LINEUP_DEFENSIVE_TALENT,LINEUP_NET_RATING_TALENT
Lineups,-203992-1628981-1629726-1630552-1641723-,B. Bogdanovic - B. Fernando - G. Mathews - J. Johnson - K. Bufkin,6,3,3,0.5,18.93,15,35,0.429,6,16,0.375,2,2,1.0,4,13,17,9,7.0,2,2,1,9,5,38,-11.0,51,46,507,204,44,52,51,201,37,39,124,119,130,1,50,40,42,50,558,66,27,440,548,68,57,573,56790,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'B. Fernando', 'G. Mathews', 'J. Johnson', 'K. Bufkin']","['b. bogdanovic', 'b. fernando', 'g. mathews', 'j. johnson', 'k. bufkin']",0.01613,0.5,1.5,0.15,-3.800000000000004
Lineups,-202083-203992-1627749-1630168-1630180-,W. Matthews - B. Bogdanovic - D. Murray - O. Okongwu - S. Bey,8,1,7,0.125,18.833333,13,36,0.361,2,15,0.133,11,12,0.917,7,13,20,6,5.0,3,1,2,9,11,39,-8.0,31,131,566,338,45,57,47,242,95,43,223,26,32,80,28,40,36,75,542,46,62,517,548,28,54,556,56500,Atlanta Hawks,1610612737,"['W. Matthews', 'B. Bogdanovic', 'D. Murray', 'O. Okongwu', 'S. Bey']","['w. matthews', 'b. bogdanovic', 'd. murray', 'o. okongwu', 's. bey']",0.062112,3.3,3.65,0.8,-11.050000000000004
Lineups,-203992-1627749-1629726-1630168-1630180-,B. Bogdanovic - D. Murray - G. Mathews - O. Okongwu - S. Bey,13,5,8,0.385,18.6,16,30,0.533,7,13,0.538,8,10,0.8,4,12,16,11,7.0,3,1,1,8,9,47,0.0,21,23,573,291,46,46,56,97,28,50,51,42,39,118,50,43,49,41,558,46,62,440,541,34,44,136,55800,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'D. Murray', 'G. Mathews', 'O. Okongwu', 'S. Bey']","['b. bogdanovic', 'd. murray', 'g. mathews', 'o. okongwu', 's. bey']",0.062112,3.3,3.65,0.8,-11.050000000000004
Lineups,-203991-203992-1627749-1629631-1629726-,C. Capela - B. Bogdanovic - D. Murray - D. Hunter - G. Mathews,9,3,6,0.333,18.4,21,40,0.525,5,13,0.385,8,8,1.0,7,10,17,13,3.0,4,0,2,8,6,55,5.0,28,46,564,298,47,34,38,101,47,50,120,42,49,1,28,56,42,34,495,31,139,517,541,52,36,45,55200,Atlanta Hawks,1610612737,"['C. Capela', 'B. Bogdanovic', 'D. Murray', 'D. Hunter', 'G. Mathews']","['c. capela', 'b. bogdanovic', 'd. murray', 'd. hunter', 'g. mathews']",0.04151,2.3,2.766666666666667,0.5333333333333333,-32.86666666666667
Lineups,-202083-203992-1629027-1630168-1630552-,W. Matthews - B. Bogdanovic - T. Young - O. Okongwu - J. Johnson,4,1,3,0.25,18.366667,15,36,0.417,6,19,0.316,5,7,0.714,3,14,17,10,1.0,4,4,1,10,6,41,8.0,81,131,507,323,48,52,47,215,37,31,172,58,55,152,62,35,42,45,372,31,13,440,558,52,52,23,55100,Atlanta Hawks,1610612737,"['W. Matthews', 'B. Bogdanovic', 'T. Young', 'O. Okongwu', 'J. Johnson']","['w. matthews', 'b. bogdanovic', 't. young', 'o. okongwu', 'j. johnson']",0.0107533333333333,0.3333333333333333,1.0,0.0999999999999999,-2.5333333333333363
Lineups,-203992-1627749-1629726-1630168-1630552-,B. Bogdanovic - D. Murray - G. Mathews - O. Okongwu - J. Johnson,8,4,4,0.5,17.316667,17,29,0.586,6,10,0.6,10,12,0.833,3,14,17,11,6.0,4,1,1,3,9,50,16.0,31,30,544,204,49,42,58,70,37,68,45,30,32,98,62,35,42,41,548,31,62,440,461,34,41,12,51950,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'D. Murray', 'G. Mathews', 'O. Okongwu', 'J. Johnson']","['b. bogdanovic', 'd. murray', 'g. mathews', 'o. okongwu', 'j. johnson']",0.0433013333333333,2.2,2.433333333333333,0.5333333333333333,-7.36666666666667
Lineups,-201988-203992-1627749-1630168-1630180-,P. Mills - B. Bogdanovic - D. Murray - O. Okongwu - S. Bey,7,2,5,0.286,16.991667,16,40,0.4,3,15,0.2,5,6,0.833,8,7,15,10,5.0,6,0,4,7,8,40,-7.0,40,68,559,321,50,46,38,222,73,43,208,58,64,98,25,75,51,45,542,18,139,563,535,42,53,550,50975,Atlanta Hawks,1610612737,"['P. Mills', 'B. Bogdanovic', 'D. Murray', 'O. Okongwu', 'S. Bey']","['p. mills', 'b. bogdanovic', 'd. murray', 'o. okongwu', 's. bey']",0.051008,2.533333333333333,2.533333333333333,0.6333333333333333,-11.666666666666671
Lineups,-202083-203991-1627749-1629027-1630180-,W. Matthews - C. Capela - D. Murray - T. Young - S. Bey,4,1,3,0.25,16.616667,15,36,0.417,4,14,0.286,5,6,0.833,5,8,13,11,3.0,4,2,6,7,3,39,-16.0,81,131,507,323,51,52,47,215,59,47,178,58,64,98,41,68,61,41,495,31,27,575,535,100,54,582,49850,Atlanta Hawks,1610612737,"['W. Matthews', 'C. Capela', 'D. Murray', 'T. Young', 'S. Bey']","['w. matthews', 'c. capela', 'd. murray', 't. young', 's. bey']",0.048822,2.8,2.15,0.65,-7.25
Lineups,-203992-1628981-1629685-1629726-1630235-,B. Bogdanovic - B. Fernando - D. Windler - G. Mathews - T. Forrest,2,2,0,1.0,16.591667,16,30,0.533,6,12,0.5,6,7,0.857,3,10,13,10,2.0,5,1,1,5,8,44,10.0,150,68,1,1,52,46,56,97,37,59,54,51,55,89,62,56,61,45,450,21,62,440,515,42,47,19,49775,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'B. Fernando', 'D. Windler', 'G. Mathews', 'T. Forrest']","['b. bogdanovic', 'b. fernando', 'd. windler', 'g. mathews', 't. forrest']",0.02658,1.0,3.0,0.3,-7.600000000000008
Lineups,-201988-203992-1630168-1630235-1630552-,P. Mills - B. Bogdanovic - O. Okongwu - T. Forrest - J. Johnson,3,1,2,0.333,16.266667,10,29,0.345,4,13,0.308,1,1,1.0,2,13,15,10,6.0,2,1,1,4,4,25,-10.0,104,131,444,298,53,71,58,247,59,50,174,166,191,1,80,40,51,45,548,66,62,440,495,78,79,569,48800,Atlanta Hawks,1610612737,"['P. Mills', 'B. Bogdanovic', 'O. Okongwu', 'T. Forrest', 'J. Johnson']","['p. mills', 'b. bogdanovic', 'o. okongwu', 't. forrest', 'j. johnson']",0.0203533333333333,0.6666666666666666,1.1,0.1999999999999999,-6.833333333333338
Lineups,-202083-203991-203992-1627749-1630249-,W. Matthews - C. Capela - B. Bogdanovic - D. Murray - V. Krejci,3,0,3,0.0,16.133333,14,36,0.389,6,16,0.375,1,4,0.25,5,11,16,6,3.0,4,4,3,9,4,35,-4.0,104,340,507,340,54,56,47,231,37,39,124,166,95,202,41,47,49,75,495,31,13,549,548,78,60,499,48400,Atlanta Hawks,1610612737,"['W. Matthews', 'C. Capela', 'B. Bogdanovic', 'D. Murray', 'V. Krejci']","['w. matthews', 'c. capela', 'b. bogdanovic', 'd. murray', 'v. krejci']",0.062112,3.3,3.65,0.8,-11.050000000000004
Lineups,-203992-1629027-1630168-1630552-1631100-,B. Bogdanovic - T. Young - O. Okongwu - J. Johnson - A. Griffin,3,1,2,0.333,15.933333,13,32,0.406,4,13,0.308,9,13,0.692,3,11,14,9,3.0,4,2,1,4,9,39,-3.0,104,131,444,298,55,57,52,220,59,50,174,36,30,156,62,47,55,50,495,31,27,440,495,34,54,480,47800,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'T. Young', 'O. Okongwu', 'J. Johnson', 'A. Griffin']","['b. bogdanovic', 't. young', 'o. okongwu', 'j. johnson', 'a. griffin']",0.0107533333333333,0.3333333333333333,1.0,0.0999999999999999,-2.5333333333333363
Lineups,-203992-1627749-1629631-1630168-1630552-,B. Bogdanovic - D. Murray - D. Hunter - O. Okongwu - J. Johnson,10,6,4,0.6,15.733333,13,27,0.481,3,11,0.273,8,12,0.667,2,10,12,7,3.0,4,0,2,4,8,37,1.0,26,18,544,189,56,57,63,162,73,63,184,42,32,157,80,56,65,63,495,31,139,517,495,42,58,120,47200,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'D. Murray', 'D. Hunter', 'O. Okongwu', 'J. Johnson']","['b. bogdanovic', 'd. murray', 'd. hunter', 'o. okongwu', 'j. johnson']",0.0325525,1.725,2.075,0.4,-24.65
Lineups,-203992-1629027-1630168-1630180-1631100-,B. Bogdanovic - T. Young - O. Okongwu - S. Bey - A. Griffin,7,4,3,0.571,15.18,16,31,0.516,9,20,0.45,3,5,0.6,3,7,10,8,4.0,3,2,3,10,4,44,-2.0,40,30,507,193,57,46,53,103,21,28,101,91,80,167,62,75,74,58,530,46,27,549,558,78,47,448,45540,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'T. Young', 'O. Okongwu', 'S. Bey', 'A. Griffin']","['b. bogdanovic', 't. young', 'o. okongwu', 's. bey', 'a. griffin']",0.01329,0.5,1.5,0.15,-3.800000000000004
Lineups,-1627749-1629027-1629631-1630168-1630552-,D. Murray - T. Young - D. Hunter - O. Okongwu - J. Johnson,7,4,3,0.571,15.115,16,29,0.552,4,8,0.5,10,12,0.833,3,8,11,9,6.0,4,0,4,11,7,46,-8.0,40,30,507,193,58,46,58,86,59,80,54,30,32,98,62,68,70,50,548,31,139,563,563,50,45,556,45345,Atlanta Hawks,1610612737,"['D. Murray', 'T. Young', 'D. Hunter', 'O. Okongwu', 'J. Johnson']","['d. murray', 't. young', 'd. hunter', 'o. okongwu', 'j. johnson']",0.0259075,1.475,1.325,0.325,-22.75
Lineups,-1628981-1629726-1630235-1631100-1641754-,B. Fernando - G. Mathews - T. Forrest - A. Griffin - S. Lundy,3,0,3,0.0,15.066667,10,19,0.526,3,11,0.273,9,12,0.75,0,12,12,8,7.0,2,1,0,2,6,32,2.0,104,340,507,340,59,71,80,100,73,63,184,36,32,134,192,43,65,58,558,66,62,1,421,52,67,89,45200,Atlanta Hawks,1610612737,"['B. Fernando', 'G. Mathews', 'T. Forrest', 'A. Griffin', 'S. Lundy']","['b. fernando', 'g. mathews', 't. forrest', 'a. griffin', 's. lundy']",0.0,0.0,0.0,0.0,0.0
Lineups,-203992-1628981-1629027-1629631-1630552-,B. Bogdanovic - B. Fernando - T. Young - D. Hunter - J. Johnson,2,0,2,0.0,15.05,18,37,0.486,5,12,0.417,3,4,0.75,8,9,17,9,2.0,2,4,1,5,2,44,2.0,150,340,444,340,60,41,46,161,47,59,109,91,95,134,25,63,42,50,450,66,13,440,515,126,47,89,45150,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'B. Fernando', 'T. Young', 'D. Hunter', 'J. Johnson']","['b. bogdanovic', 'b. fernando', 't. young', 'd. hunter', 'j. johnson']",0.0081415,0.325,1.0,0.075,-21.025
Lineups,-201988-1627749-1629726-1630168-1630180-,P. Mills - D. Murray - G. Mathews - O. Okongwu - S. Bey,3,1,2,0.333,14.616667,12,31,0.387,3,13,0.231,3,4,0.75,4,10,14,7,3.0,3,1,1,9,6,30,-3.0,104,131,444,298,61,65,53,233,73,50,201,91,95,134,50,56,55,63,495,46,62,440,548,52,68,480,43850,Atlanta Hawks,1610612737,"['P. Mills', 'D. Murray', 'G. Mathews', 'O. Okongwu', 'S. Bey']","['p. mills', 'd. murray', 'g. mathews', 'o. okongwu', 's. bey']",0.063222,3.3,2.3,0.8,-13.700000000000005
Lineups,-203991-1627749-1629631-1629726-1630180-,C. Capela - D. Murray - D. Hunter - G. Mathews - S. Bey,8,6,2,0.75,14.316667,9,31,0.29,2,9,0.222,5,9,0.556,6,11,17,3,2.0,1,2,3,2,8,25,-11.0,31,18,444,158,62,75,53,279,95,73,203,58,42,172,35,47,42,122,450,95,27,549,421,42,79,573,42950,Atlanta Hawks,1610612737,"['C. Capela', 'D. Murray', 'D. Hunter', 'G. Mathews', 'S. Bey']","['c. capela', 'd. murray', 'd. hunter', 'g. mathews', 's. bey']",0.048975,2.95,2.65,0.65,-45.5
Lineups,-203992-1627749-1629027-1630180-1630552-,B. Bogdanovic - D. Murray - T. Young - S. Bey - J. Johnson,6,3,3,0.5,13.758333,16,29,0.552,5,15,0.333,5,7,0.714,2,7,9,7,1.0,2,1,0,3,5,42,6.0,51,46,507,204,63,46,58,86,47,43,146,58,55,152,80,75,80,63,372,66,62,1,461,68,51,35,41275,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'D. Murray', 'T. Young', 'S. Bey', 'J. Johnson']","['b. bogdanovic', 'd. murray', 't. young', 's. bey', 'j. johnson']",0.032476,1.65,1.825,0.4,-5.525000000000002
Lineups,-203991-203992-1629027-1629726-1630249-,C. Capela - B. Bogdanovic - T. Young - G. Mathews - V. Krejci,1,0,1,0.0,13.65,19,26,0.731,9,14,0.643,2,2,1.0,1,11,12,18,2.0,3,0,0,3,3,49,16.0,248,340,154,340,64,38,64,37,21,47,43,119,130,1,115,47,65,19,450,46,139,1,461,100,43,12,40950,Atlanta Hawks,1610612737,"['C. Capela', 'B. Bogdanovic', 'T. Young', 'G. Mathews', 'V. Krejci']","['c. capela', 'b. bogdanovic', 't. young', 'g. mathews', 'v. krejci']",0.01329,0.5,1.5,0.15,-3.800000000000004
Lineups,-203992-1627749-1628981-1629027-1629631-,B. Bogdanovic - D. Murray - B. Fernando - T. Young - D. Hunter,1,0,1,0.0,13.4,9,20,0.45,2,7,0.286,9,9,1.0,0,4,4,6,6.0,2,0,2,5,6,29,-27.0,248,340,154,340,65,75,76,182,95,94,178,36,42,1,192,107,127,75,548,66,139,517,515,52,70,589,40200,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'D. Murray', 'B. Fernando', 'T. Young', 'D. Hunter']","['b. bogdanovic', 'd. murray', 'b. fernando', 't. young', 'd. hunter']",0.0311325,1.725,2.075,0.4,-24.65
Lineups,-1627749-1628981-1629631-1629726-1630552-,D. Murray - B. Fernando - D. Hunter - G. Mathews - J. Johnson,11,7,4,0.636,13.2,8,25,0.32,2,10,0.2,0,0,0.0,4,9,13,5,9.0,1,0,4,10,1,18,-13.0,24,10,544,186,66,84,66,272,95,68,208,205,214,205,50,63,61,85,569,95,139,563,558,160,106,578,39600,Atlanta Hawks,1610612737,"['D. Murray', 'B. Fernando', 'D. Hunter', 'G. Mathews', 'J. Johnson']","['d. murray', 'b. fernando', 'd. hunter', 'g. mathews', 'j. johnson']",0.0345433333333333,1.9666666666666663,1.7666666666666666,0.4333333333333333,-30.33333333333333
Lineups,-203992-1629027-1630168-1630180-1641754-,B. Bogdanovic - T. Young - O. Okongwu - S. Bey - S. Lundy,1,0,1,0.0,12.583333,11,21,0.524,4,13,0.308,8,9,0.889,2,6,8,9,3.0,2,1,1,6,4,34,-2.0,248,340,154,340,67,66,73,102,59,50,174,42,42,83,80,85,86,50,495,66,62,440,524,78,61,448,37750,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'T. Young', 'O. Okongwu', 'S. Bey', 'S. Lundy']","['b. bogdanovic', 't. young', 'o. okongwu', 's. bey', 's. lundy']",0.01329,0.5,1.5,0.15,-3.800000000000004
Lineups,-203992-1627749-1628981-1629631-1630249-,B. Bogdanovic - D. Murray - B. Fernando - D. Hunter - V. Krejci,7,4,3,0.571,12.55,13,18,0.722,5,9,0.556,3,6,0.5,1,7,8,7,6.0,1,0,1,4,4,34,7.0,40,30,507,193,68,57,85,38,47,73,48,91,64,173,115,75,86,63,548,95,139,440,495,78,61,29,37650,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'D. Murray', 'B. Fernando', 'D. Hunter', 'V. Krejci']","['b. bogdanovic', 'd. murray', 'b. fernando', 'd. hunter', 'v. krejci']",0.04151,2.3,2.766666666666667,0.5333333333333333,-32.86666666666667
Lineups,-201988-203992-1630168-1630180-1630235-,P. Mills - B. Bogdanovic - O. Okongwu - S. Bey - T. Forrest,2,1,1,0.5,12.541667,11,28,0.393,3,13,0.231,4,7,0.571,6,8,14,5,4.0,2,0,2,9,5,29,-5.0,150,131,154,204,69,66,62,230,73,50,201,74,55,171,35,68,55,85,530,66,139,517,548,68,70,522,37625,Atlanta Hawks,1610612737,"['P. Mills', 'B. Bogdanovic', 'O. Okongwu', 'S. Bey', 'T. Forrest']","['p. mills', 'b. bogdanovic', 'o. okongwu', 's. bey', 't. forrest']",0.02769,1.0,1.65,0.3,-10.250000000000009
Lineups,-203992-1627749-1628981-1629631-1630180-,B. Bogdanovic - D. Murray - B. Fernando - D. Hunter - S. Bey,8,4,4,0.5,12.15,11,23,0.478,5,8,0.625,6,6,1.0,3,11,14,7,4.0,3,1,2,3,6,33,11.0,31,30,544,204,70,66,70,163,47,80,44,51,64,1,62,47,55,63,530,46,62,517,461,52,65,17,36450,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'D. Murray', 'B. Fernando', 'D. Hunter', 'S. Bey']","['b. bogdanovic', 'd. murray', 'b. fernando', 'd. hunter', 's. bey']",0.04151,2.3,2.766666666666667,0.5333333333333333,-32.86666666666667
Lineups,-1627749-1628981-1629631-1629726-1630235-,D. Murray - B. Fernando - D. Hunter - G. Mathews - T. Forrest,3,1,2,0.333,12.066667,13,22,0.591,5,9,0.556,3,3,1.0,1,3,4,9,4.0,3,1,1,6,5,34,-2.0,104,131,444,298,71,57,72,69,47,73,48,91,119,1,115,137,127,50,530,46,62,440,524,68,61,448,36200,Atlanta Hawks,1610612737,"['D. Murray', 'B. Fernando', 'D. Hunter', 'G. Mathews', 'T. Forrest']","['d. murray', 'b. fernando', 'd. hunter', 'g. mathews', 't. forrest']",0.048975,2.95,2.65,0.65,-45.5
Lineups,-201988-203991-203992-1627749-1630180-,P. Mills - C. Capela - B. Bogdanovic - D. Murray - S. Bey,5,1,4,0.2,12.033333,13,26,0.5,3,8,0.375,8,8,1.0,3,14,17,5,1.0,0,0,4,3,6,37,19.0,62,131,544,332,72,57,64,107,73,80,124,42,49,1,62,35,42,85,372,163,139,563,461,52,58,8,36100,Atlanta Hawks,1610612737,"['P. Mills', 'C. Capela', 'B. Bogdanovic', 'D. Murray', 'S. Bey']","['p. mills', 'c. capela', 'b. bogdanovic', 'd. murray', 's. bey']",0.051008,2.533333333333333,2.533333333333333,0.6333333333333333,-11.666666666666671
Lineups,-203992-1627749-1629631-1630168-1631100-,B. Bogdanovic - D. Murray - D. Hunter - O. Okongwu - A. Griffin,2,0,2,0.0,11.833333,8,18,0.444,3,8,0.375,9,9,1.0,0,9,9,2,2.0,3,1,1,5,6,28,4.0,150,340,444,340,73,84,85,188,73,80,124,36,42,1,192,63,80,159,450,46,62,440,515,52,74,50,35500,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'D. Murray', 'D. Hunter', 'O. Okongwu', 'A. Griffin']","['b. bogdanovic', 'd. murray', 'd. hunter', 'o. okongwu', 'a. griffin']",0.04151,2.3,2.766666666666667,0.5333333333333333,-32.86666666666667
Lineups,-202083-203992-1627749-1628981-1629726-,W. Matthews - B. Bogdanovic - D. Murray - B. Fernando - G. Mathews,5,2,3,0.4,11.433333,13,20,0.65,5,9,0.556,2,2,1.0,0,9,9,6,4.0,2,0,0,6,4,33,10.0,62,68,507,281,74,57,76,56,47,73,48,119,130,1,192,63,80,75,530,66,139,1,524,78,65,19,34300,Atlanta Hawks,1610612737,"['W. Matthews', 'B. Bogdanovic', 'D. Murray', 'B. Fernando', 'G. Mathews']","['w. matthews', 'b. bogdanovic', 'd. murray', 'b. fernando', 'g. mathews']",0.062112,3.3,3.65,0.8,-11.050000000000004
Lineups,-203992-1627749-1629027-1629631-1630168-,B. Bogdanovic - D. Murray - T. Young - D. Hunter - O. Okongwu,7,4,3,0.571,11.405,9,21,0.429,2,10,0.2,1,2,0.5,0,10,10,5,5.0,0,1,2,3,3,21,1.0,40,30,507,193,75,75,73,201,95,68,208,166,130,173,192,56,74,85,542,163,62,517,461,100,88,120,34215,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'D. Murray', 'T. Young', 'D. Hunter', 'O. Okongwu']","['b. bogdanovic', 'd. murray', 't. young', 'd. hunter', 'o. okongwu']",0.0311325,1.725,2.075,0.4,-24.65
Lineups,-202083-203992-1628981-1629685-1630235-,W. Matthews - B. Bogdanovic - B. Fernando - D. Windler - T. Forrest,3,2,1,0.667,11.166667,8,20,0.4,2,8,0.25,4,5,0.8,3,10,13,6,4.0,0,3,1,4,3,22,0.0,104,68,154,165,76,84,76,222,95,80,187,74,80,118,62,56,61,75,530,163,22,440,495,100,86,136,33500,Atlanta Hawks,1610612737,"['W. Matthews', 'B. Bogdanovic', 'B. Fernando', 'D. Windler', 'T. Forrest']","['w. matthews', 'b. bogdanovic', 'b. fernando', 'd. windler', 't. forrest']",0.02658,1.0,3.0,0.3,-7.600000000000008
Lineups,-203992-1628981-1630249-1630552-1641723-,B. Bogdanovic - B. Fernando - V. Krejci - J. Johnson - K. Bufkin,5,2,3,0.4,11.016667,11,25,0.44,3,12,0.25,4,5,0.8,1,8,9,9,1.0,2,2,1,5,5,29,3.0,62,68,507,281,77,66,66,196,73,59,187,74,80,118,115,68,80,50,372,66,27,440,515,68,70,64,33050,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'B. Fernando', 'V. Krejci', 'J. Johnson', 'K. Bufkin']","['b. bogdanovic', 'b. fernando', 'v. krejci', 'j. johnson', 'k. bufkin']",0.01613,0.5,1.5,0.15,-3.800000000000004
Lineups,-203992-1627749-1629631-1629726-1630168-,B. Bogdanovic - D. Murray - D. Hunter - G. Mathews - O. Okongwu,6,2,4,0.333,10.716667,7,18,0.389,3,7,0.429,3,3,1.0,1,3,4,7,2.0,1,0,4,8,4,20,-10.0,51,68,544,298,78,95,85,231,73,94,104,91,119,1,115,137,127,63,450,95,139,563,541,78,95,569,32150,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'D. Murray', 'D. Hunter', 'G. Mathews', 'O. Okongwu']","['b. bogdanovic', 'd. murray', 'd. hunter', 'g. mathews', 'o. okongwu']",0.04151,2.3,2.766666666666667,0.5333333333333333,-32.86666666666667
Lineups,-202083-203992-1627749-1629726-1630168-,W. Matthews - B. Bogdanovic - D. Murray - G. Mathews - O. Okongwu,5,2,3,0.4,10.433333,6,13,0.462,2,5,0.4,10,12,0.833,1,4,5,3,3.0,1,0,0,4,5,24,-14.0,62,68,507,281,79,107,105,175,95,114,114,30,32,98,115,107,112,122,495,95,139,1,495,68,82,581,31300,Atlanta Hawks,1610612737,"['W. Matthews', 'B. Bogdanovic', 'D. Murray', 'G. Mathews', 'O. Okongwu']","['w. matthews', 'b. bogdanovic', 'd. murray', 'g. mathews', 'o. okongwu']",0.062112,3.3,3.65,0.8,-11.050000000000004
Lineups,-203992-1629027-1630168-1630235-1630552-,B. Bogdanovic - T. Young - O. Okongwu - T. Forrest - J. Johnson,3,1,2,0.333,10.416667,8,21,0.381,2,7,0.286,2,2,1.0,3,0,3,6,4.0,5,0,2,1,2,20,-13.0,104,131,444,298,80,84,73,234,95,94,178,119,130,1,62,290,163,75,530,21,139,517,331,126,95,578,31250,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'T. Young', 'O. Okongwu', 'T. Forrest', 'J. Johnson']","['b. bogdanovic', 't. young', 'o. okongwu', 't. forrest', 'j. johnson']",0.0107533333333333,0.3333333333333333,1.0,0.0999999999999999,-2.5333333333333363
Lineups,-202083-203992-1627749-1629631-1630168-,W. Matthews - B. Bogdanovic - D. Murray - D. Hunter - O. Okongwu,4,2,2,0.5,10.4,8,18,0.444,2,8,0.25,3,4,0.75,2,8,10,4,3.0,3,1,0,4,2,21,0.0,81,68,444,204,81,84,85,188,95,80,187,91,95,134,80,68,74,98,495,46,62,1,495,126,88,136,31200,Atlanta Hawks,1610612737,"['W. Matthews', 'B. Bogdanovic', 'D. Murray', 'D. Hunter', 'O. Okongwu']","['w. matthews', 'b. bogdanovic', 'd. murray', 'd. hunter', 'o. okongwu']",0.04151,2.3,2.766666666666667,0.5333333333333333,-32.86666666666667
Lineups,-202083-1627749-1629027-1630168-1630180-,W. Matthews - D. Murray - T. Young - O. Okongwu - S. Bey,3,1,2,0.333,10.216667,8,18,0.444,3,7,0.429,10,10,1.0,1,3,4,3,1.0,1,2,2,6,6,29,-4.0,104,131,444,298,82,84,85,188,73,94,104,30,39,1,115,137,127,122,372,95,27,517,524,52,70,499,30650,Atlanta Hawks,1610612737,"['W. Matthews', 'D. Murray', 'T. Young', 'O. Okongwu', 'S. Bey']","['w. matthews', 'd. murray', 't. young', 'o. okongwu', 's. bey']",0.048822,2.8,2.15,0.65,-7.25
Lineups,-203991-203992-1627749-1629027-1630168-,C. Capela - B. Bogdanovic - D. Murray - T. Young - O. Okongwu,4,1,3,0.25,10.1,11,25,0.44,4,11,0.364,2,4,0.5,4,6,10,7,3.0,4,0,5,3,6,28,2.0,81,131,507,323,83,66,66,196,59,63,136,119,95,173,50,85,74,63,495,31,139,574,461,52,74,89,30300,Atlanta Hawks,1610612737,"['C. Capela', 'B. Bogdanovic', 'D. Murray', 'T. Young', 'O. Okongwu']","['c. capela', 'b. bogdanovic', 'd. murray', 't. young', 'o. okongwu']",0.041408,2.2,2.433333333333333,0.5333333333333333,-7.36666666666667
Lineups,-1627749-1628981-1629027-1630180-1630552-,D. Murray - B. Fernando - T. Young - S. Bey - J. Johnson,1,0,1,0.0,10.1,7,23,0.304,0,8,0.0,2,2,1.0,7,7,14,6,2.0,0,2,1,4,2,16,-13.0,248,340,154,340,83,95,70,275,227,80,227,119,130,1,28,75,55,75,450,163,27,440,495,126,115,578,30300,Atlanta Hawks,1610612737,"['D. Murray', 'B. Fernando', 'T. Young', 'S. Bey', 'J. Johnson']","['d. murray', 'b. fernando', 't. young', 's. bey', 'j. johnson']",0.0344413333333333,1.8666666666666665,1.4333333333333331,0.4333333333333333,-4.833333333333333
Lineups,-203992-1629027-1629631-1629726-1630552-,B. Bogdanovic - T. Young - D. Hunter - G. Mathews - J. Johnson,2,0,2,0.0,10.003333,9,19,0.474,4,11,0.364,5,5,1.0,1,8,9,7,3.0,1,1,1,7,7,27,6.0,150,340,444,340,85,75,80,165,59,63,136,58,80,1,115,68,80,63,495,95,62,440,535,50,77,35,30010,Atlanta Hawks,1610612737,"['B. Bogdanovic', 'T. Young', 'D. Hunter', 'G. Mathews', 'J. Johnson']","['b. bogdanovic', 't. young', 'd. hunter', 'g. mathews', 'j. johnson']",0.0081415,0.325,1.0,0.075,-21.025
